state,nonmonetary_separation_quality_percent,nonmonetary_nonseparation_quality_percent,start_date,end_date,md_fy_num,md_fy_str
AR,86.7,86.7,2023-04-01,2023-06-30,2022,2022-2023
AZ,24.5,50,2023-04-01,2023-06-30,2022,2022-2023
CA,61.7,80.7,2023-04-01,2023-06-30,2022,2022-2023
CO,67.4,87.9,2023-04-01,2023-06-30,2022,2022-2023
CT,77.6,83.3,2023-04-01,2023-06-30,2022,2022-2023
DC,90,83.3,2023-04-01,2023-06-30,2022,2022-2023
DE,34.6,18.8,2023-04-01,2023-06-30,2022,2022-2023
FL,42.9,42.9,2023-04-01,2023-06-30,2022,2022-2023
GA,78,72,2023-04-01,2023-06-30,2022,2022-2023
HI,84.6,84,2023-04-01,2023-06-30,2022,2022-2023
IA,46.4,64.3,2023-04-01,2023-06-30,2022,2022-2023
ID,83.3,100,2023-04-01,2023-06-30,2022,2022-2023
IL,90,97.6,2023-04-01,2023-06-30,2022,2022-2023
IN,41.7,85.1,2023-04-01,2023-06-30,2022,2022-2023
KS,66.7,93.8,2023-04-01,2023-06-30,2022,2022-2023
KY,46,68.3,2023-04-01,2023-06-30,2022,2022-2023
LA,80,89.7,2023-04-01,2023-06-30,2022,2022-2023
MA,52.2,69.4,2023-04-01,2023-06-30,2022,2022-2023
MD,36.2,70,2023-04-01,2023-06-30,2022,2022-2023
ME,70,75,2023-04-01,2023-06-30,2022,2022-2023
MI,76.6,93.3,2023-04-01,2023-06-30,2022,2022-2023
MN,84,85.7,2023-04-01,2023-06-30,2022,2022-2023
MO,61.2,85.7,2023-04-01,2023-06-30,2022,2022-2023
MS,70,93.3,2023-04-01,2023-06-30,2022,2022-2023
MT,73.3,66.7,2023-04-01,2023-06-30,2022,2022-2023
NC,82,95.9,2023-04-01,2023-06-30,2022,2022-2023
ND,96.7,100,2023-04-01,2023-06-30,2022,2022-2023
NE,70,93.1,2023-04-01,2023-06-30,2022,2022-2023
NH,89.7,82.8,2023-04-01,2023-06-30,2022,2022-2023
NJ,54,81.8,2023-04-01,2023-06-30,2022,2022-2023
NM,67.9,88,2023-04-01,2023-06-30,2022,2022-2023
NV,98,96,2023-04-01,2023-06-30,2022,2022-2023
NY,89.6,72.5,2023-04-01,2023-06-30,2022,2022-2023
OH,57.1,67.4,2023-04-01,2023-06-30,2022,2022-2023
OK,100,100,2023-04-01,2023-06-30,2022,2022-2023
OR,56,86.4,2023-04-01,2023-06-30,2022,2022-2023
PA,24.5,66,2023-04-01,2023-06-30,2022,2022-2023
PR,26.7,48.3,2023-04-01,2023-06-30,2022,2022-2023
RI,60,69,2023-04-01,2023-06-30,2022,2022-2023
SC,80,93.6,2023-04-01,2023-06-30,2022,2022-2023
SD,93.3,90,2023-04-01,2023-06-30,2022,2022-2023
TN,70,57.1,2023-04-01,2023-06-30,2022,2022-2023
TX,82,93.9,2023-04-01,2023-06-30,2022,2022-2023
US,66,82.1,2023-04-01,2023-06-30,2022,2022-2023
UT,89.8,90,2023-04-01,2023-06-30,2022,2022-2023
VA,65.3,65,2023-04-01,2023-06-30,2022,2022-2023
VI,,,2023-04-01,2023-06-30,2022,2022-2023
VT,66.7,61.5,2023-04-01,2023-06-30,2022,2022-2023
WA,51,93,2023-04-01,2023-06-30,2022,2022-2023
WI,64,71.7,2023-04-01,2023-06-30,2022,2022-2023
WV,86.7,93.3,2023-04-01,2023-06-30,2022,2022-2023
WY,86.7,89.7,2023-04-01,2023-06-30,2022,2022-2023
AK,80,100,2023-07-01,2023-09-30,2023,2023-2024
AL,60,83.3,2023-07-01,2023-09-30,2023,2023-2024
AR,82.8,78.8,2023-07-01,2023-09-30,2023,2023-2024
AZ,30.6,45.7,2023-07-01,2023-09-30,2023,2023-2024
CA,65.9,85.7,2023-07-01,2023-09-30,2023,2023-2024
CO,60.4,84.8,2023-07-01,2023-09-30,2023,2023-2024
CT,70,87.5,2023-07-01,2023-09-30,2023,2023-2024
DC,69,36.4,2023-07-01,2023-09-30,2023,2023-2024
DE,32.4,35.7,2023-07-01,2023-09-30,2023,2023-2024
FL,41.3,46.8,2023-07-01,2023-09-30,2023,2023-2024
GA,69.4,70.8,2023-07-01,2023-09-30,2023,2023-2024
HI,75.9,100,2023-07-01,2023-09-30,2023,2023-2024
IA,50,75,2023-07-01,2023-09-30,2023,2023-2024
ID,90,96.6,2023-07-01,2023-09-30,2023,2023-2024
IL,90,95.9,2023-07-01,2023-09-30,2023,2023-2024
IN,67.4,82.2,2023-07-01,2023-09-30,2023,2023-2024
KS,70,93.3,2023-07-01,2023-09-30,2023,2023-2024
KY,54,58.7,2023-07-01,2023-09-30,2023,2023-2024
LA,76.7,90,2023-07-01,2023-09-30,2023,2023-2024
MA,56.3,72.9,2023-07-01,2023-09-30,2023,2023-2024
MD,40,67.4,2023-07-01,2023-09-30,2023,2023-2024
ME,60,51.6,2023-07-01,2023-09-30,2023,2023-2024
MI,96,100,2023-07-01,2023-09-30,2023,2023-2024
MN,81.6,93.3,2023-07-01,2023-09-30,2023,2023-2024
MO,74,92,2023-07-01,2023-09-30,2023,2023-2024
MS,93.1,93.1,2023-07-01,2023-09-30,2023,2023-2024
MT,83.3,87.1,2023-07-01,2023-09-30,2023,2023-2024
NC,88,87,2023-07-01,2023-09-30,2023,2023-2024
ND,100,96.7,2023-07-01,2023-09-30,2023,2023-2024
NE,70,89.3,2023-07-01,2023-09-30,2023,2023-2024
NH,93.6,73.3,2023-07-01,2023-09-30,2023,2023-2024
NJ,57.1,79.6,2023-07-01,2023-09-30,2023,2023-2024
NM,63.3,86.7,2023-07-01,2023-09-30,2023,2023-2024
NV,94,93.5,2023-07-01,2023-09-30,2023,2023-2024
NY,79.2,76.2,2023-07-01,2023-09-30,2023,2023-2024
OH,50,79.5,2023-07-01,2023-09-30,2023,2023-2024
OK,96.7,100,2023-07-01,2023-09-30,2023,2023-2024
OR,71.4,88.9,2023-07-01,2023-09-30,2023,2023-2024
PA,14,66.7,2023-07-01,2023-09-30,2023,2023-2024
PR,31,48.3,2023-07-01,2023-09-30,2023,2023-2024
RI,62.1,80,2023-07-01,2023-09-30,2023,2023-2024
SC,93.3,87.1,2023-07-01,2023-09-30,2023,2023-2024
SD,93.3,90,2023-07-01,2023-09-30,2023,2023-2024
TN,70,43.3,2023-07-01,2023-09-30,2023,2023-2024
TX,88,96,2023-07-01,2023-09-30,2023,2023-2024
US,68.5,84.6,2023-07-01,2023-09-30,2023,2023-2024
UT,88,93.9,2023-07-01,2023-09-30,2023,2023-2024
VA,51,57.1,2023-07-01,2023-09-30,2023,2023-2024
VI,,,2023-07-01,2023-09-30,2023,2023-2024
VT,62.1,80,2023-07-01,2023-09-30,2023,2023-2024
WA,53.1,91.3,2023-07-01,2023-09-30,2023,2023-2024
WI,75,87.5,2023-07-01,2023-09-30,2023,2023-2024
WV,70,100,2023-07-01,2023-09-30,2023,2023-2024
WY,86.7,96.7,2023-07-01,2023-09-30,2023,2023-2024
AK,90,89.3,2023-10-01,2023-12-31,2023,2023-2024
AL,53.3,60,2023-10-01,2023-12-31,2023,2023-2024
AR,80,96.6,2023-10-01,2023-12-31,2023,2023-2024
AZ,45.8,54.6,2023-10-01,2023-12-31,2023,2023-2024
CA,65.2,91.4,2023-10-01,2023-12-31,2023,2023-2024
CO,52,78.7,2023-10-01,2023-12-31,2023,2023-2024
CT,66,77.1,2023-10-01,2023-12-31,2023,2023-2024
DC,90,63.3,2023-10-01,2023-12-31,2023,2023-2024
DE,13.3,25,2023-10-01,2023-12-31,2023,2023-2024
FL,43.5,77.3,2023-10-01,2023-12-31,2023,2023-2024
GA,75,77.8,2023-10-01,2023-12-31,2023,2023-2024
HI,86.2,89.3,2023-10-01,2023-12-31,2023,2023-2024
IA,50,58.6,2023-10-01,2023-12-31,2023,2023-2024
ID,86.7,100,2023-10-01,2023-12-31,2023,2023-2024
IL,98,100,2023-10-01,2023-12-31,2023,2023-2024
IN,70.2,90,2023-10-01,2023-12-31,2023,2023-2024
KS,76.7,100,2023-10-01,2023-12-31,2023,2023-2024
KY,44.9,52.2,2023-10-01,2023-12-31,2023,2023-2024
LA,69.4,87.8,2023-10-01,2023-12-31,2023,2023-2024
MA,71.4,72.9,2023-10-01,2023-12-31,2023,2023-2024
MD,48.8,57.8,2023-10-01,2023-12-31,2023,2023-2024
ME,96.7,58.1,2023-10-01,2023-12-31,2023,2023-2024
MI,98,100,2023-10-01,2023-12-31,2023,2023-2024
MN,82.6,91.8,2023-10-01,2023-12-31,2023,2023-2024
MO,92,97.9,2023-10-01,2023-12-31,2023,2023-2024
MS,90,96.4,2023-10-01,2023-12-31,2023,2023-2024
MT,75.9,82.1,2023-10-01,2023-12-31,2023,2023-2024
NC,77.6,86.1,2023-10-01,2023-12-31,2023,2023-2024
ND,100,100,2023-10-01,2023-12-31,2023,2023-2024
NE,73.3,96.6,2023-10-01,2023-12-31,2023,2023-2024
NH,86.7,72.4,2023-10-01,2023-12-31,2023,2023-2024
NJ,68.9,72.7,2023-10-01,2023-12-31,2023,2023-2024
NM,19.2,82.1,2023-10-01,2023-12-31,2023,2023-2024
NV,94,98,2023-10-01,2023-12-31,2023,2023-2024
NY,69.6,81.1,2023-10-01,2023-12-31,2023,2023-2024
OH,52,60.9,2023-10-01,2023-12-31,2023,2023-2024
OK,93.3,96.7,2023-10-01,2023-12-31,2023,2023-2024
OR,66,88,2023-10-01,2023-12-31,2023,2023-2024
PA,16.3,68.8,2023-10-01,2023-12-31,2023,2023-2024
PR,26.7,48.3,2023-10-01,2023-12-31,2023,2023-2024
RI,43.3,69,2023-10-01,2023-12-31,2023,2023-2024
SC,90,96.7,2023-10-01,2023-12-31,2023,2023-2024
SD,93.3,73.3,2023-10-01,2023-12-31,2023,2023-2024
TN,48.3,60.7,2023-10-01,2023-12-31,2023,2023-2024
TX,66,81.6,2023-10-01,2023-12-31,2023,2023-2024
US,66.5,83.7,2023-10-01,2023-12-31,2023,2023-2024
UT,94,98,2023-10-01,2023-12-31,2023,2023-2024
VA,61.2,65.1,2023-10-01,2023-12-31,2023,2023-2024
VI,,,2023-10-01,2023-12-31,2023,2023-2024
VT,66.7,55.2,2023-10-01,2023-12-31,2023,2023-2024
WA,40.4,81.8,2023-10-01,2023-12-31,2023,2023-2024
WI,67.4,93.2,2023-10-01,2023-12-31,2023,2023-2024
WV,83.3,90,2023-10-01,2023-12-31,2023,2023-2024
WY,76.7,100,2023-10-01,2023-12-31,2023,2023-2024
AK,93.3,89.7,2024-01-01,2024-03-31,2023,2023-2024
AL,70,44,2024-01-01,2024-03-31,2023,2023-2024
AR,83.3,85.7,2024-01-01,2024-03-31,2023,2023-2024
AZ,66.7,61.7,2024-01-01,2024-03-31,2023,2023-2024
CA,56.5,82.9,2024-01-01,2024-03-31,2023,2023-2024
CO,69.4,91.7,2024-01-01,2024-03-31,2023,2023-2024
CT,77.6,76.1,2024-01-01,2024-03-31,2023,2023-2024
DC,62.1,25.8,2024-01-01,2024-03-31,2023,2023-2024
DE,0,29.2,2024-01-01,2024-03-31,2023,2023-2024
FL,40.8,69.6,2024-01-01,2024-03-31,2023,2023-2024
GA,70.6,69.2,2024-01-01,2024-03-31,2023,2023-2024
HI,86.7,84.6,2024-01-01,2024-03-31,2023,2023-2024
IA,66.7,56.3,2024-01-01,2024-03-31,2023,2023-2024
ID,73.3,100,2024-01-01,2024-03-31,2023,2023-2024
IL,100,97.8,2024-01-01,2024-03-31,2023,2023-2024
IN,75.5,84,2024-01-01,2024-03-31,2023,2023-2024
KS,60,76.7,2024-01-01,2024-03-31,2023,2023-2024
KY,67.9,46.2,2024-01-01,2024-03-31,2023,2023-2024
LA,86.7,92.9,2024-01-01,2024-03-31,2023,2023-2024
MA,58.3,79.2,2024-01-01,2024-03-31,2023,2023-2024
MD,58.6,30.8,2024-01-01,2024-03-31,2023,2023-2024
ME,66.7,75,2024-01-01,2024-03-31,2023,2023-2024
MI,98,100,2024-01-01,2024-03-31,2023,2023-2024
MN,84.8,89.6,2024-01-01,2024-03-31,2023,2023-2024
MO,80,93.6,2024-01-01,2024-03-31,2023,2023-2024
MS,66.7,96.4,2024-01-01,2024-03-31,2023,2023-2024
MT,66.7,73.9,2024-01-01,2024-03-31,2023,2023-2024
NC,75,87,2024-01-01,2024-03-31,2023,2023-2024
ND,96.7,96.7,2024-01-01,2024-03-31,2023,2023-2024
NE,70,89.7,2024-01-01,2024-03-31,2023,2023-2024
NH,96.7,74.1,2024-01-01,2024-03-31,2023,2023-2024
NJ,61.7,59,2024-01-01,2024-03-31,2023,2023-2024
NM,23.3,90,2024-01-01,2024-03-31,2023,2023-2024
NV,92,100,2024-01-01,2024-03-31,2023,2023-2024
NY,56.3,65.9,2024-01-01,2024-03-31,2023,2023-2024
OH,52,61.2,2024-01-01,2024-03-31,2023,2023-2024
OK,90,100,2024-01-01,2024-03-31,2023,2023-2024
OR,63,75,2024-01-01,2024-03-31,2023,2023-2024
PA,27.1,64.6,2024-01-01,2024-03-31,2023,2023-2024
PR,27.6,79.3,2024-01-01,2024-03-31,2023,2023-2024
RI,56.7,75.9,2024-01-01,2024-03-31,2023,2023-2024
SC,93.3,89.7,2024-01-01,2024-03-31,2023,2023-2024
SD,96.7,79.3,2024-01-01,2024-03-31,2023,2023-2024
TN,73.3,42.3,2024-01-01,2024-03-31,2023,2023-2024
TX,75.5,85.7,2024-01-01,2024-03-31,2023,2023-2024
US,65.9,75.7,2024-01-01,2024-03-31,2023,2023-2024
UT,98,95.9,2024-01-01,2024-03-31,2023,2023-2024
VA,56.7,61.5,2024-01-01,2024-03-31,2023,2023-2024
VI,,,2024-01-01,2024-03-31,2023,2023-2024
VT,48.3,44.8,2024-01-01,2024-03-31,2023,2023-2024
WA,27.1,78.7,2024-01-01,2024-03-31,2023,2023-2024
WI,67.4,80.9,2024-01-01,2024-03-31,2023,2023-2024
WV,83.3,93.3,2024-01-01,2024-03-31,2023,2023-2024
WY,86.7,96.7,2024-01-01,2024-03-31,2023,2023-2024
AK,96.7,100,2024-04-01,2024-06-30,2023,2023-2024
AL,50,52,2024-04-01,2024-06-30,2023,2023-2024
AR,80,87.1,2024-04-01,2024-06-30,2023,2023-2024
AZ,63.8,51.1,2024-04-01,2024-06-30,2023,2023-2024
CA,75,94.6,2024-04-01,2024-06-30,2023,2023-2024
CO,64.6,64.4,2024-04-01,2024-06-30,2023,2023-2024
CT,66,83,2024-04-01,2024-06-30,2023,2023-2024
DC,76.7,86.2,2024-04-01,2024-06-30,2023,2023-2024
DE,3.5,54.3,2024-04-01,2024-06-30,2023,2023-2024
FL,43.8,47.7,2024-04-01,2024-06-30,2023,2023-2024
GA,69.4,76.5,2024-04-01,2024-06-30,2023,2023-2024
HI,75.9,88,2024-04-01,2024-06-30,2023,2023-2024
IA,36.7,55.6,2024-04-01,2024-06-30,2023,2023-2024
ID,80,86.7,2024-04-01,2024-06-30,2023,2023-2024
IL,93.9,100,2024-04-01,2024-06-30,2023,2023-2024
IN,74,94,2024-04-01,2024-06-30,2023,2023-2024
KS,73.3,76.7,2024-04-01,2024-06-30,2023,2023-2024
KY,66.7,46.7,2024-04-01,2024-06-30,2023,2023-2024
LA,83.3,100,2024-04-01,2024-06-30,2023,2023-2024
MA,60.4,78.3,2024-04-01,2024-06-30,2023,2023-2024
MD,64,21.4,2024-04-01,2024-06-30,2023,2023-2024
ME,83.3,79.3,2024-04-01,2024-06-30,2023,2023-2024
MI,96,98,2024-04-01,2024-06-30,2023,2023-2024
MN,88,85.7,2024-04-01,2024-06-30,2023,2023-2024
MO,86,92,2024-04-01,2024-06-30,2023,2023-2024
MS,89.7,92.9,2024-04-01,2024-06-30,2023,2023-2024
MT,82.8,92.9,2024-04-01,2024-06-30,2023,2023-2024
NC,82,65,2024-04-01,2024-06-30,2023,2023-2024
ND,100,100,2024-04-01,2024-06-30,2023,2023-2024
NE,86.7,82.8,2024-04-01,2024-06-30,2023,2023-2024
NH,96.8,77.4,2024-04-01,2024-06-30,2023,2023-2024
NJ,65.3,76.1,2024-04-01,2024-06-30,2023,2023-2024
NM,,,2024-04-01,2024-06-30,2023,2023-2024
NV,89.6,92,2024-04-01,2024-06-30,2023,2023-2024
NY,,,2024-04-01,2024-06-30,2023,2023-2024
OH,70,66.7,2024-04-01,2024-06-30,2023,2023-2024
OK,100,100,2024-04-01,2024-06-30,2023,2023-2024
OR,33.3,50,2024-04-01,2024-06-30,2023,2023-2024
PA,38,81.3,2024-04-01,2024-06-30,2023,2023-2024
PR,26.7,65.5,2024-04-01,2024-06-30,2023,2023-2024
RI,57.1,80,2024-04-01,2024-06-30,2023,2023-2024
SC,83.3,93.1,2024-04-01,2024-06-30,2023,2023-2024
SD,90,93.1,2024-04-01,2024-06-30,2023,2023-2024
TN,69,75.9,2024-04-01,2024-06-30,2023,2023-2024
TX,76,84,2024-04-01,2024-06-30,2023,2023-2024
US,70.4,80.3,2024-04-01,2024-06-30,2023,2023-2024
UT,96,95.5,2024-04-01,2024-06-30,2023,2023-2024
VA,43.3,51.7,2024-04-01,2024-06-30,2023,2023-2024
VI,,,2024-04-01,2024-06-30,2023,2023-2024
VT,46.7,48.3,2024-04-01,2024-06-30,2023,2023-2024
WA,30.6,83.3,2024-04-01,2024-06-30,2023,2023-2024
WI,76,89.1,2024-04-01,2024-06-30,2023,2023-2024
WV,90,100,2024-04-01,2024-06-30,2023,2023-2024
WY,90,93.3,2024-04-01,2024-06-30,2023,2023-2024
AK,80,100,2024-07-01,2024-09-30,2024,2024-2025
AL,74,94,2024-07-01,2024-09-30,2024,2024-2025
AR,76.7,93.6,2024-07-01,2024-09-30,2024,2024-2025
AZ,58,57.1,2024-07-01,2024-09-30,2024,2024-2025
CA,79.6,85.7,2024-07-01,2024-09-30,2024,2024-2025
CO,52,63.6,2024-07-01,2024-09-30,2024,2024-2025
CT,69.4,75,2024-07-01,2024-09-30,2024,2024-2025
DC,80,89.3,2024-07-01,2024-09-30,2024,2024-2025
DE,10.7,11.1,2024-07-01,2024-09-30,2024,2024-2025
FL,33.3,59.1,2024-07-01,2024-09-30,2024,2024-2025
GA,66,58.8,2024-07-01,2024-09-30,2024,2024-2025
HI,80,86.7,2024-07-01,2024-09-30,2024,2024-2025
IA,33.3,53.1,2024-07-01,2024-09-30,2024,2024-2025
ID,86.7,100,2024-07-01,2024-09-30,2024,2024-2025
IL,88,91.8,2024-07-01,2024-09-30,2024,2024-2025
IN,67.4,93.9,2024-07-01,2024-09-30,2024,2024-2025
KS,76.7,76.7,2024-07-01,2024-09-30,2024,2024-2025
KY,48.3,60.7,2024-07-01,2024-09-30,2024,2024-2025
LA,83.3,100,2024-07-01,2024-09-30,2024,2024-2025
MA,52.1,85.7,2024-07-01,2024-09-30,2024,2024-2025
MD,29.6,41.4,2024-07-01,2024-09-30,2024,2024-2025
ME,71.4,86.7,2024-07-01,2024-09-30,2024,2024-2025
MI,98,100,2024-07-01,2024-09-30,2024,2024-2025
MN,81.6,86,2024-07-01,2024-09-30,2024,2024-2025
MO,76,96,2024-07-01,2024-09-30,2024,2024-2025
MS,57.1,100,2024-07-01,2024-09-30,2024,2024-2025
MT,86.2,77.8,2024-07-01,2024-09-30,2024,2024-2025
NC,78,75,2024-07-01,2024-09-30,2024,2024-2025
ND,93.1,100,2024-07-01,2024-09-30,2024,2024-2025
NE,76.7,93.1,2024-07-01,2024-09-30,2024,2024-2025
NH,80.7,64.5,2024-07-01,2024-09-30,2024,2024-2025
NJ,72.3,67.4,2024-07-01,2024-09-30,2024,2024-2025
NM,85.7,85.2,2024-07-01,2024-09-30,2024,2024-2025
NV,90,91.7,2024-07-01,2024-09-30,2024,2024-2025
NY,76.1,66.7,2024-07-01,2024-09-30,2024,2024-2025
OH,58,65.9,2024-07-01,2024-09-30,2024,2024-2025
OK,90,100,2024-07-01,2024-09-30,2024,2024-2025
OR,52.1,66.7,2024-07-01,2024-09-30,2024,2024-2025
PA,46,81.3,2024-07-01,2024-09-30,2024,2024-2025
PR,16.7,20.7,2024-07-01,2024-09-30,2024,2024-2025
RI,48.3,73.3,2024-07-01,2024-09-30,2024,2024-2025
SC,82.8,84.4,2024-07-01,2024-09-30,2024,2024-2025
SD,96.7,86.7,2024-07-01,2024-09-30,2024,2024-2025
TN,82.1,85.7,2024-07-01,2024-09-30,2024,2024-2025
TX,83.7,83.3,2024-07-01,2024-09-30,2024,2024-2025
US,71.1,80.6,2024-07-01,2024-09-30,2024,2024-2025
UT,96,91.7,2024-07-01,2024-09-30,2024,2024-2025
VA,51.7,69,2024-07-01,2024-09-30,2024,2024-2025
VI,,,2024-07-01,2024-09-30,2024,2024-2025
VT,46.7,14.3,2024-07-01,2024-09-30,2024,2024-2025
WA,27.7,75,2024-07-01,2024-09-30,2024,2024-2025
WI,76,85.1,2024-07-01,2024-09-30,2024,2024-2025
WV,100,100,2024-07-01,2024-09-30,2024,2024-2025
WY,90,96.7,2024-07-01,2024-09-30,2024,2024-2025
AK,80,94.7,2024-10-01,2024-12-31,2024,2024-2025
AL,62,92,2024-10-01,2024-12-31,2024,2024-2025
AR,80,88.5,2024-10-01,2024-12-31,2024,2024-2025
AZ,58.3,65,2024-10-01,2024-12-31,2024,2024-2025
CA,83,85.4,2024-10-01,2024-12-31,2024,2024-2025
CO,61.7,91.3,2024-10-01,2024-12-31,2024,2024-2025
CT,68.1,87.5,2024-10-01,2024-12-31,2024,2024-2025
DC,54.8,50,2024-10-01,2024-12-31,2024,2024-2025
DE,3.5,18.5,2024-10-01,2024-12-31,2024,2024-2025
FL,29.2,66.7,2024-10-01,2024-12-31,2024,2024-2025
GA,44,76,2024-10-01,2024-12-31,2024,2024-2025
HI,76.7,76.9,2024-10-01,2024-12-31,2024,2024-2025
IA,53.3,74.2,2024-10-01,2024-12-31,2024,2024-2025
ID,93.3,83.3,2024-10-01,2024-12-31,2024,2024-2025
IL,93.9,95.9,2024-10-01,2024-12-31,2024,2024-2025
IN,74.5,89.4,2024-10-01,2024-12-31,2024,2024-2025
KS,60,95,2024-10-01,2024-12-31,2024,2024-2025
KY,60,81.5,2024-10-01,2024-12-31,2024,2024-2025
LA,80,93.3,2024-10-01,2024-12-31,2024,2024-2025
MA,47.9,79.6,2024-10-01,2024-12-31,2024,2024-2025
MD,42.3,37.5,2024-10-01,2024-12-31,2024,2024-2025
ME,75.9,77.4,2024-10-01,2024-12-31,2024,2024-2025
MI,98,100,2024-10-01,2024-12-31,2024,2024-2025
MN,83.3,91.5,2024-10-01,2024-12-31,2024,2024-2025
MS,66.7,86.7,2024-10-01,2024-12-31,2024,2024-2025
MT,86.7,81.8,2024-10-01,2024-12-31,2024,2024-2025
NC,72,87.5,2024-10-01,2024-12-31,2024,2024-2025
ND,93.3,96.7,2024-10-01,2024-12-31,2024,2024-2025
NE,80,96.3,2024-10-01,2024-12-31,2024,2024-2025
NH,93.6,76.7,2024-10-01,2024-12-31,2024,2024-2025
NJ,62.5,77.8,2024-10-01,2024-12-31,2024,2024-2025
NM,79.3,69,2024-10-01,2024-12-31,2024,2024-2025
NV,89.8,91.8,2024-10-01,2024-12-31,2024,2024-2025
NY,54.2,88.9,2024-10-01,2024-12-31,2024,2024-2025
OH,65.3,67.4,2024-10-01,2024-12-31,2024,2024-2025
OK,96.7,100,2024-10-01,2024-12-31,2024,2024-2025
OR,58.3,94.4,2024-10-01,2024-12-31,2024,2024-2025
PA,29.2,60.4,2024-10-01,2024-12-31,2024,2024-2025
PR,26.7,39.3,2024-10-01,2024-12-31,2024,2024-2025
RI,56.7,90,2024-10-01,2024-12-31,2024,2024-2025
SC,90,77.8,2024-10-01,2024-12-31,2024,2024-2025
SD,86.7,90,2024-10-01,2024-12-31,2024,2024-2025
TN,80,93.1,2024-10-01,2024-12-31,2024,2024-2025
TX,75.5,86,2024-10-01,2024-12-31,2024,2024-2025
US,68.6,84.7,2024-10-01,2024-12-31,2024,2024-2025
UT,92,97.8,2024-10-01,2024-12-31,2024,2024-2025
VA,61.3,82.8,2024-10-01,2024-12-31,2024,2024-2025
VI,,,2024-10-01,2024-12-31,2024,2024-2025
VT,46.7,29.6,2024-10-01,2024-12-31,2024,2024-2025
WA,33.3,77.5,2024-10-01,2024-12-31,2024,2024-2025
WI,67.4,82.2,2024-10-01,2024-12-31,2024,2024-2025
WV,86.7,100,2024-10-01,2024-12-31,2024,2024-2025
WY,76.7,93.3,2024-10-01,2024-12-31,2024,2024-2025
